title,price,area,volume,type,year,no_rooms,no_bed,no_bath,no_floor,balcony,garden,interior
For rent: Apartment Schalkwijkstraat in Utrecht,"€1,895 per month",87 m²,180 m³,Apartment,1956,4,3,2,2,Not present,nan,Upholstered
For rent: Apartment Nachtegaalstraat in Utrecht,"€1,395 per month",65 m²,180 m³,Apartment,Before 1906,2,1,1,1,Not present,nan,Upholstered
For rent: House Binnenweg 12 1 in Ouderkerk aan de Amstel,"€10,000 per month",520 m²,2.080 m³,House,1928,6,4,3,3,Not present,Present (465 m²),Furnished
For rent: Apartment Hippolytusbuurt 43 E in Delft,"€1,050 per month",50 m²,160 m³,Apartment,2012,2,1,nan,2,Not present,Not present,Upholstered
For rent: Apartment Verspronckweg in Haarlem,"€1,625 per month",68 m²,250 m³,Apartment,1922,2,1,1,1,Not present,Not present,nan
For rent: Apartment Verspronckweg in Haarlem,"€1,475 per month",94 m²,300 m³,Apartment,1922,2,1,1,1,Not present,Not present,nan
For rent: Apartment Putstraat 22 in Sittard,€530 per month,28 m²,82 m³,Apartment,2019,2,nan,nan,1,Not present,Not present,Upholstered
For rent: Apartment Kapelweg in Maastricht,"€1,295 per month",95 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Upholstered
For rent: Apartment Albert Cuypstraat 31 1 in Amsterdam,"€1,950 per month",50 m²,153 m³,Apartment,1890,2,1,1,1,Present,Not present,Upholstered or furnished
For rent: House Gein-Zuid 12 in Abcoude,"€3,000 per month",190 m²,nan,House,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: Studio Herbenusstraat in Maastricht,€918 per month,35 m²,nan,Studio,nan,1,nan,1,nan,Not present,Present,Upholstered
For rent: Apartment Hoogbeeltplein in Maastricht,"€1,095 per month",80 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Furnished
For rent: Apartment Heerderweg in Maastricht,"€1,550 per month",68 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Furnished
For rent: Apartment Kempkensweg 4 H in Heerlen,€638 per month,80 m²,nan,Apartment,1987,3,2,1,nan,Present,Not present,Shell
For rent: Apartment Goudsesingel in Rotterdam,"€1,475 per month",71 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Furnished
For rent: Apartment Feijenoordkade in Rotterdam,"€2,100 per month",140 m²,nan,Apartment,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: Apartment Parkstraat in Velp,"€1,455 per month",91 m²,175 m³,Apartment,2008,3,2,1,1,Present,Not present,nan
For rent: Apartment Parkstraat in Velp,"€1,305 per month",82 m²,224 m³,Apartment,2008,3,2,1,1,Present,Not present,nan
For rent: House van Lennepstraat in Son en Breugel,"€1,850 per month",164 m²,nan,House,1962,4,3,1,nan,nan,nan,Furnished
For rent: Apartment Harmenjansweg in Haarlem,"€1,950 per month",95 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Upholstered
For rent: Apartment Parnassusweg in Amsterdam,"€2,650 per month",100 m²,nan,Apartment,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: Apartment Willem van Boelrestraat in Rotterdam,"€1,350 per month",85 m²,nan,Apartment,nan,4,3,1,nan,Present,Not present,Upholstered
For rent: Apartment Statensingel in Rotterdam,"€2,300 per month",129 m²,nan,Apartment,1933,5,4,nan,nan,Present,Not present,Upholstered
For rent: Apartment J.H. van den Broekstraat 23 in Rotterdam,"€1,900 per month",115 m²,395 m³,Apartment,2000,5,4,1,2,Present,nan,Upholstered
For rent: Apartment Johan David Zocherstraat in Voorburg,"€1,900 per month",105 m²,294 m³,Apartment,2005,4,3,1,1,Present,nan,Upholstered
For rent: House Peppengouw 100 in Almere,"€1,750 per month",93 m²,nan,House,1980,5,3,1,nan,Not present,Present (located on the north),nan
For rent: House Ruimtevaartbaan in IJsselstein,"€1,475 per month",125 m²,nan,House,nan,4,3,1,3,nan,Present,Furnished
For rent: Apartment Ir J.P. van Muijlwijkstraat 68 C in Arnhem,"€1,066 per month",74 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Shell
For rent: House Nieuwe Blekerstraat in Groningen,"€1,195 per month",67 m²,nan,House,nan,3,2,1,nan,nan,Present (12 m²),Upholstered
For rent: Apartment Meander in Amstelveen,"€2,700 per month",107 m²,355 m³,Apartment,1960,4,3,2,1,nan,Not present,Furnished
For rent: House Landsteinerstraat 62 in Geleen,"€1,050 per month",90 m²,nan,House,nan,5,4,1,nan,Present,Present,Upholstered
For rent: Apartment Torendijk in Kortgene,€785 per month,60 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Upholstered
For rent: Apartment Zacharias Jansenstraat in Den Haag,€647 per month,30 m²,78 m³,Apartment,1924,2,1,1,1,Not present,Not present,Upholstered
For rent: Apartment Zacharias Jansenstraat in Den Haag,€647 per month,33 m²,95 m³,Apartment,1924,2,2,1,1,Present,Not present,Upholstered
For rent: Apartment Zwolsestraat in Den Haag,"€1,650 per month",103 m²,310 m³,Apartment,1993,3,2,1,1,nan,Not present,Upholstered
For rent: House Sterrebosstraat 12 in Groningen,"€1,400 per month",140 m²,nan,House,nan,2,1,1,nan,Not present,Present (located on the east),Upholstered or furnished
For rent: Apartment Iepenweg in Amsterdam,"€1,425 per month",40 m²,nan,Apartment,1983,2,1,1,1,Present,Not present,Furnished
For rent: Room Paardestraat in Sittard,€395 per month,13 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: House Molenbelt 54 in Deventer,"€1,125 per month",85 m²,nan,House,nan,4,3,1,nan,Not present,Present (20 m²),Shell
For rent: Apartment Wilhelminastraat in Breda,€975 per month,40 m²,nan,Apartment,nan,1,1,nan,nan,nan,Present,Upholstered
For rent: Apartment Albert Cuypstraat 31 1 in Amsterdam,"€1,950 per month",50 m²,153 m³,Apartment,1890,2,1,1,1,Present,Not present,Upholstered or furnished
For rent: House Winkeldijk 19 AR88 in Vinkeveen,"€1,300 per month",70 m²,nan,House,nan,3,2,1,nan,Not present,Present,Furnished
For rent: House Kruidhof 34 in Noordwijk,"€1,750 per month",135 m²,513 m³,House,1961,4,3,1,2,Not present,"Present (32 m², located on the west)",Furnished
For rent: Apartment Corellistraat 3 3 in Amsterdam,"€6,000 per month",181 m²,641 m³,Apartment,1930,7,5,2,3,Present,Not present,Upholstered
For rent: Apartment Lindenhoevestraat in Amsterdam,"€2,750 per month",121 m²,314 m³,Apartment,2018,4,3,1,1,Present,Present (18 m²),Furnished
For rent: Apartment Waalstraat in Enschede,€850 per month,75 m²,nan,Apartment,1964,4,3,1,nan,Present,nan,Shell
For rent: Apartment Parkstraat in Velp,"€1,305 per month",82 m²,150 m³,Apartment,2008,3,2,1,1,Present,Not present,nan
For rent: Apartment Stevensbloem 91 in Leiden,"€1,295 per month",79 m²,187 m³,Apartment,1986,3,2,1,1,Present,nan,Upholstered
For rent: House De Witte Raaflaan in Noordwijk,"€1,385 per month",98 m²,nan,House,nan,4,3,1,nan,nan,Present (300 m²),Furnished
For rent: Apartment Prins Hendrikstraat in Den Haag,"€1,330 per month",65 m²,180 m³,Apartment,1906,2,1,nan,1,nan,Not present,Upholstered
For rent: House Mondriaanstraat in Groningen,"€1,495 per month",88 m²,nan,House,nan,3,2,1,2,Present,Not present,Furnished
For rent: Apartment Burgemeester De Monchyplein in Den Haag,"€3,750 per month",179 m²,430 m³,Apartment,1996,6,3,nan,2,Present,Present,Upholstered
For rent: Apartment Rustenburgerstraat 133 III in Amsterdam,"€1,850 per month",46 m²,125 m³,Apartment,1909,3,2,1,1,Present,nan,Upholstered
For rent: Apartment Anjerhof in Aalsmeer,"€1,475 per month",58 m²,181 m³,Apartment,1987,3,2,1,1,Present,nan,Furnished
For rent: Apartment Gildepad in Haaren,"€2,000 per month",150 m²,nan,Apartment,nan,4,3,1,nan,Present,Not present,Furnished
For rent: Apartment Prinsengracht in Amsterdam,"€2,500 per month",72 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Furnished
For rent: House Grevingaheerd in Groningen,€850 per month,81 m²,nan,House,1981,3,2,1,nan,nan,nan,Furnished
For rent: House Adrianastraat 58 in Katwijk,"€1,750 per month",98 m²,260 m³,House,1928,5,4,1,2,Not present,Present (located on the south-east),Furnished
For rent: Room Mandjesstraat in Zwolle,€700 per month,62 m²,nan,Room,nan,3,nan,nan,nan,nan,nan,Shell
For rent: Apartment Groeninxstraat in Rotterdam,"€1,195 per month",66 m²,250 m³,Apartment,1933,3,2,1,1,Not present,Present,Upholstered
For rent: Room Korenstraat in Apeldoorn,€445 per month,18 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Rubensstraat 20 C in Rotterdam,"€1,600 per month",70 m²,200 m³,Apartment,1957,3,2,1,1,Present,Not present,Furnished
For rent: Apartment Espoortstraat in Enschede,"€1,025 per month",75 m²,nan,Apartment,1958,4,3,1,nan,Present,nan,Upholstered
For rent: Apartment Juliana van Stolbergstraat 7 E in Noord-Scharwoude,"€1,250 per month",69 m²,166 m³,Apartment,2014,3,2,1,1,Not present,"Present (30 m², located on the west)",Upholstered
For rent: Apartment Bordeslaan in Den Bosch,"€1,470 per month",110 m²,330 m³,Apartment,2005,3,2,1,1,nan,Present,Furnished
For rent: Apartment Frans van Mierisstraat 69 II in Amsterdam,"€4,850 per month",187 m²,615 m³,Apartment,1901,5,4,2,3,Present,nan,Upholstered
For rent: Apartment Rubensstraat in Ede,€731 per month,40 m²,nan,Apartment,nan,2,1,nan,nan,Not present,Not present,Shell
For rent: Apartment Rijksstraatweg in Haarlem,"€1,400 per month",79 m²,180 m³,Apartment,2013,2,1,1,1,Not present,nan,nan
For rent: Apartment Spuistraat in Amsterdam,"€1,675 per month",65 m²,169 m³,Apartment,Before 1906,2,1,1,1,Not present,Not present,Furnished
For rent: Apartment Melodiestraat in Den Haag,"€1,450 per month",83 m²,225 m³,Apartment,1925,3,2,nan,1,nan,Not present,Upholstered
For rent: Apartment Wilhelminaplein in Eindhoven,"€1,650 per month",65 m²,95 m³,Apartment,1928,3,2,1,1,nan,Not present,Furnished
For rent: Apartment Herengracht 579 1 in Amsterdam,"€5,400 per month",127 m²,440 m³,Apartment,1750,3,2,2,1,Not present,Present (96 m²),Furnished
For rent: House Dokter Bärstraat in Roermond,"€1,850 per month",116 m²,320 m³,House,2018,4,2,1,2,nan,Present (125 m²),Furnished
For rent: Apartment Straatweg in Rotterdam,"€1,595 per month",70 m²,150 m³,Apartment,1914,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Binnensingel in Vlaardingen,"€1,395 per month",134 m²,368 m³,Apartment,1913,4,3,nan,1,Present,nan,Upholstered
For rent: Room Jan Wapstraat 23 B room 1 in Den Haag,€725 per month,15 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Furnished
For rent: Apartment Parkstraat in Velp,"€1,430 per month",90 m²,224 m³,Apartment,2008,3,2,1,1,Present,Not present,nan
For rent: House Geuzenweg in Hilversum,"€1,425 per month",86 m²,215 m³,House,1905,3,2,1,2,nan,Present,Furnished
For rent: Apartment Waalstraat 185 in Enschede,€925 per month,71 m²,nan,Apartment,1964,4,3,1,nan,Present,Not present,Shell
For rent: Apartment Mgr. Aengenentlaan in Warmond,"€1,318 per month",89 m²,nan,Apartment,nan,2,1,1,nan,Not present,nan,Upholstered
For rent: Apartment Vlierstraat 68 in Venray,€960 per month,109 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Shell
For rent: Apartment Hoofdweg in Midwolda,"€1,150 per month",70 m²,nan,Apartment,nan,2,1,1,nan,nan,Present (30 m²),Furnished
For rent: Apartment Wilhelminasingel in Maastricht,"€1,355 per month",41 m²,nan,Apartment,nan,2,1,1,1,nan,Not present,Furnished
For rent: Apartment Beijerlandsestraat 23 B in Rotterdam,"€1,250 per month",104 m²,nan,Apartment,nan,4,3,1,nan,Not present,Not present,Upholstered
For rent: Apartment Laan van Roos en Doorn in Den Haag,"€1,595 per month",98 m²,275 m³,Apartment,2000,3,2,nan,1,Not present,nan,Furnished
For rent: House Gilzeweg in Bavel,"€1,995 per month",180 m²,nan,House,nan,8,6,1,3,nan,Present,Upholstered
For rent: Apartment Hambeek 78 in Roermond,€866 per month,75 m²,205 m³,Apartment,1956,3,2,1,1,Present,Not present,Upholstered
For rent: House Boskleane in Bakkeveen,"€1,350 per month",140 m²,nan,House,1997,6,5,2,nan,Present,Present (400 m²),Furnished
For rent: Apartment Akerkstraat 31 in Groningen,€950 per month,50 m²,nan,Apartment,1901,2,1,1,nan,nan,nan,nan
For rent: Apartment Mary van der Sluisstraat 510 in Amsterdam,"€2,300 per month",83 m²,262 m³,Apartment,2017,3,2,1,1,Present,Not present,Furnished
For rent: Apartment Herenweg in De Bilt,"€1,500 per month",85 m²,187 m³,Apartment,1920,3,2,1,1,Present,Not present,Upholstered
For rent: Apartment Roerstraat in Den Haag,"€1,200 per month",71 m²,nan,Apartment,nan,2,1,1,nan,nan,nan,Upholstered
For rent: Apartment Koninginneweg 143 bov in Amsterdam,"€3,650 per month",138 m²,395 m³,Apartment,1905,5,4,2,3,Present,nan,Furnished
For rent: Apartment Ben van Meerendonkstraat in Amsterdam,"€4,950 per month",240 m²,801 m³,Apartment,2010,5,3,2,1,Not present,nan,Furnished
For rent: Apartment Willebrordusstraat 124 B in Rotterdam,"€1,275 per month",52 m²,170 m³,Apartment,1909,2,1,1,1,Not present,nan,Upholstered
For rent: Room Oude Rijn 27 K4 in Leiden,€741 per month,21 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Keesomstraat in Zandvoort,"€1,450 per month",86 m²,235 m³,Apartment,1971,3,2,1,1,Present,Not present,nan
For rent: House Meerkade 1 in Muiderberg,"€3,750 per month",180 m²,360 m³,House,2015,4,3,1,2,nan,Present,Furnished
For rent: Apartment Frederik Hendrikstraat 21 BS in Utrecht,"€2,500 per month",115 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Furnished
For rent: House St Trudostraat in Eindhoven,"€2,250 per month",157 m²,nan,House,nan,4,3,2,nan,Not present,Present (58 m²),Upholstered or furnished
For rent: Apartment Prometheusstraat in Rotterdam,"€2,100 per month",104 m²,270 m³,Apartment,1999,3,2,nan,1,nan,Present (20 m²),Furnished
For rent: House Miquelstraat in Den Haag,"€1,125 per month",51 m²,nan,House,1931,3,2,1,nan,Not present,Present,nan
For rent: House Wilkemaheerd in Groningen,"€1,350 per month",139 m²,nan,House,1982,5,4,1,nan,nan,Present (100 m²),Furnished
For rent: Apartment Twickelstraat 37 in Wassenaar,"€1,225 per month",58 m²,180 m³,Apartment,1961,3,2,1,1,Present,nan,Upholstered
For rent: House Winkeldijk 19 AR88 in Vinkeveen,"€1,300 per month",70 m²,nan,House,nan,3,2,1,nan,Not present,Present,Furnished
For rent: Apartment Straatweg in Rotterdam,"€1,595 per month",70 m²,150 m³,Apartment,1914,2,1,nan,1,nan,Not present,Furnished
For rent: Studio Prinsegracht in Den Haag,€900 per month,40 m²,nan,Studio,nan,1,nan,1,nan,nan,nan,Upholstered
For rent: House Dilsenstraat 16 in Amsterdam,"€2,450 per month",140 m²,350 m³,House,1992,5,4,2,3,nan,Present,Upholstered
For rent: House Amsteldijk Zuid 78 A in Amstelveen,"€5,950 per month",241 m²,720 m³,House,2012,6,5,2,3,Not present,Present,Upholstered or furnished
For rent: House Tienwoningenweg in Apeldoorn,"€1,800 per month",112 m²,422 m³,House,2021,5,3,nan,1,Not present,"Present (80 m², located on the south-east)",nan
For rent: Apartment Gelkingestraat in Groningen,"€1,645 per month",160 m²,nan,Apartment,1915,6,3,1,nan,nan,nan,Furnished
For rent: Apartment Stationsstraat in Boxtel,"€1,200 per month",56 m²,nan,Apartment,1925,3,2,1,nan,nan,Present (20 m²),Upholstered
For rent: Apartment Franciscushof 53 in Franeker,€615 per month,70 m²,nan,Apartment,1989,3,2,1,nan,Not present,Not present,Shell
For rent: Apartment Esperantostraat in Den Haag,€752 per month,30 m²,75 m³,Apartment,2017,1,nan,nan,1,nan,Not present,Furnished
For rent: Apartment Helper Westsingel in Groningen,"€1,150 per month",50 m²,125 m³,Apartment,2018,2,1,nan,1,Not present,Present (25 m²),nan
For rent: House Januaristraat in Almere,"€1,450 per month",91 m²,285 m³,House,1991-2000,4,3,1,2,Not present,Present (located on the north-east),Upholstered
For rent: Apartment Kamgarenplein in Tilburg,€850 per month,45 m²,nan,Apartment,nan,2,1,nan,nan,nan,nan,Upholstered
For rent: Apartment Louis Davidsstraat 15 a in Zandvoort,"€1,495 per month",77 m²,300 m³,Apartment,1903,3,2,1,1,Not present,Present (42 m²),Upholstered
For rent: House Mendelssohnstraat in Utrecht,"€1,995 per month",100 m²,nan,House,1935,5,3,1,nan,Not present,Present (located on the north-east),Upholstered
For rent: House Salesdreef in Oosterhout,"€1,250 per month",98 m²,250 m³,House,1970,4,1,nan,2,Not present,Present,Furnished
For rent: Apartment Lijnbaansgracht in Amsterdam,"€2,700 per month",95 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Furnished
For rent: House Solitudolaan in Amsterdam,"€3,975 per month",156 m²,nan,House,nan,3,2,1,nan,Not present,Present,Furnished
For rent: Studio Roerdompstraat in Wormer,€830 per month,36 m²,nan,Studio,nan,1,1,1,nan,Not present,Not present,Furnished
For rent: Apartment Unescostraat 70 A in Heerlen,€627 per month,64 m²,nan,Apartment,1998,3,2,1,nan,Present,Not present,nan
For rent: Apartment Romeinenplein 15 in Landgraaf,€707 per month,60 m²,nan,Apartment,1981,3,2,1,nan,Present,Not present,Shell
For rent: Apartment Zijdstraat 63 a in Aalsmeer,"€2,200 per month",174 m²,650 m³,Apartment,1931-1944,7,4,1,2,Not present,Present (32 m²),Upholstered or furnished
For rent: Apartment Vismarkt in Utrecht,"€1,795 per month",85 m²,255 m³,Apartment,1450,3,2,1,3,Not present,nan,Upholstered
For rent: House Koningdwarsstraat in Den Helder,€763 per month,67 m²,nan,House,1867,2,3,1,2,nan,Not present,Shell
For rent: Apartment Barbaraplaats in Den Bosch,"€1,150 per month",60 m²,180 m³,Apartment,2020,2,1,nan,1,Not present,Present,nan
For rent: House Blekersvaartweg 33 in Heemstede,"€2,200 per month",115 m²,250 m³,House,1930,3,2,1,3,Not present,Present,Upholstered
For rent: House Kort Galgewater in Leiden,"€2,500 per month",165 m²,550 m³,House,Before 1906,4,3,1,3,Not present,Present (12 m²),nan
For rent: Apartment Vierambachtsstraat in Rotterdam,"€1,195 per month",69 m²,179 m³,Apartment,1910,2,1,1,1,Present,nan,Upholstered
For rent: Apartment Proveniersstraat in Rotterdam,"€1,550 per month",65 m²,176 m³,Apartment,1896,3,2,1,1,Present,nan,Upholstered
For rent: House Claassenpark in Hapert,"€2,995 per month",200 m²,1.084 m³,House,nan,6,4,2,3,nan,Present,Upholstered
For rent: Apartment Ernest Groosmanplein in Rotterdam,"€2,150 per month",160 m²,nan,Apartment,2005,3,2,nan,nan,Not present,Not present,Furnished
For rent: Apartment Nieuwstraat in Purmerend,"€1,195 per month",56 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Furnished
For rent: Apartment Hendrik de Keyserstraat in Rotterdam,"€1,250 per month",66 m²,nan,Apartment,nan,2,1,1,nan,Not present,Present,Upholstered
For rent: House 1e Jerichostraat 57 A in Rotterdam,"€2,500 per month",110 m²,300 m³,House,nan,4,3,1,2,nan,Present,Furnished
For rent: House Winkeldijk 19 AR88 in Vinkeveen,"€1,300 per month",70 m²,nan,House,nan,3,2,1,nan,Not present,Present,Furnished
For rent: Apartment Looiersgracht in Amsterdam,"€3,250 per month",85 m²,255 m³,Apartment,Before 1906,3,2,nan,1,Not present,"Present (15 m², located on the north-west)",Upholstered
For rent: Apartment Hooikade 41 in Den Haag,"€2,200 per month",93 m²,280 m³,Apartment,1981,3,2,1,1,Not present,Present (9 m²),Furnished
For rent: Apartment Nieuwstraat in Apeldoorn,€975 per month,48 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Upholstered
For rent: Room Breedstraat in Purmerend,€750 per month,21 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Van Galenstraat in Apeldoorn,€950 per month,68 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Upholstered
For rent: Apartment Weerwal in Purmerend,€765 per month,35 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Upholstered
For rent: Apartment Tjalie Robinsonduin in Den Haag,"€1,825 per month",140 m²,364 m³,Apartment,2011,3,2,1,1,Present,Not present,nan
For rent: Apartment Loek Lansdorpstraat in Tilburg,€760 per month,96 m²,nan,Apartment,nan,3,2,nan,nan,nan,nan,Upholstered
For rent: Apartment Betuwestraat in Arnhem,"€1,295 per month",90 m²,225 m³,Apartment,1997,3,2,1,1,Present,Not present,nan
For rent: Apartment Generaal de la Reijlaan in Bussum,"€1,195 per month",53 m²,198 m³,Apartment,1906-1930,3,2,nan,2,Not present,Not present,Upholstered
For rent: Apartment Badhuiskade 187 in Amsterdam,"€1,850 per month",54 m²,140 m³,Apartment,2021,1,1,1,1,Not present,Not present,Upholstered
For rent: Apartment Kromstraat 28 E in Delft,"€1,360 per month",77 m²,230 m³,Apartment,1906-1930,3,2,nan,1,Not present,Not present,Upholstered
For rent: Apartment Beverweg 20 in Breda,"€1,400 per month",66 m²,182 m³,Apartment,1957,3,2,1,1,Present,Not present,Upholstered
For rent: House Bergerstraat in Maastricht,"€2,295 per month",135 m²,nan,House,nan,5,4,2,nan,Not present,Present (40 m²),Upholstered
For rent: Apartment Herbenusstraat in Maastricht,"€1,425 per month",60 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Furnished
For rent: House 4e Binnenvestgracht in Leiden,"€1,600 per month",74 m²,nan,House,nan,3,2,1,nan,Present,nan,Upholstered
For rent: House Lijsterstraat in Woerden,"€2,150 per month",150 m²,nan,House,1960,6,4,2,nan,Not present,Present (located on the west),Furnished
For rent: House Gansbaan in Meerssen,€895 per month,75 m²,250 m³,House,1936,6,2,nan,2,Not present,Present (40 m²),nan
For rent: Apartment Zwederstraat in Rotterdam,"€1,350 per month",82 m²,nan,Apartment,nan,3,2,nan,1,nan,Not present,Upholstered
For rent: Apartment Mauritsstraat in Rotterdam,"€1,350 per month",36 m²,nan,Apartment,1887,2,1,nan,1,nan,Not present,Furnished
For rent: House Zandooghof in Utrecht,"€2,095 per month",121 m²,325 m³,House,2002,6,4,nan,3,nan,Not present,Furnished
For rent: Apartment Kerkstraat 31 in Weesp,"€3,250 per month",161 m²,nan,Apartment,nan,4,3,2,nan,Not present,Not present,Upholstered
For rent: Apartment Van Balverenweg in Bennekom,€950 per month,65 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Upholstered or furnished
For rent: House Ohmstraat in Hilversum,"€1,750 per month",101 m²,300 m³,House,1927,3,2,1,3,Present,"Present (18 m², located on the south-west)",nan
For rent: Apartment Osirispad in Almere,"€1,500 per month",76 m²,265 m³,Apartment,2011,3,2,1,2,Present,Not present,Upholstered
For rent: House De Veste 13 in Lelystad,"€1,125 per month",115 m²,nan,House,nan,4,3,1,nan,Not present,Present (located on the east),Upholstered
For rent: Apartment Helperpark in Groningen,"€1,395 per month",70 m²,nan,Apartment,nan,3,2,1,1,Present,Not present,Upholstered or furnished
For rent: Apartment Bos en Lommerplein in Amsterdam,"€2,850 per month",97 m²,302 m³,Apartment,2004,4,3,1,1,Present,Not present,Furnished
For rent: Apartment Van Starkenborghstraat in Groningen,"€1,350 per month",103 m²,nan,Apartment,1935,5,4,1,nan,Present,nan,Upholstered
For rent: House Winschoterdiep in Groningen,"€1,250 per month",45 m²,135 m³,House,2000,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Albert Cuypstraat 31 1 in Amsterdam,"€1,950 per month",50 m²,153 m³,Apartment,1890,2,1,1,1,Present,Not present,Upholstered or furnished
For rent: Apartment Venne in Winschoten,€995 per month,99 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Upholstered
For rent: Apartment Keizersgracht 634 D in Amsterdam,"€2,750 per month",60 m²,218 m³,Apartment,1700,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Zeeburgerdijk 78 I in Amsterdam,"€1,750 per month",45 m²,113 m³,Apartment,1905,2,1,1,1,Present,Not present,Furnished
For rent: Apartment Thorbeckelaan 588 in Den Haag,"€1,925 per month",130 m²,390 m³,Apartment,2016,4,2,1,1,Present,Not present,Shell
For rent: House Cloosterstraat in Kloosterzande,"€1,150 per month",112 m²,nan,House,1996,5,3,1,nan,nan,"Present (100 m², located on the north)",Furnished
For rent: Apartment Rotterdamsedijk in Schiedam,€600 per month,30 m²,nan,Apartment,nan,1,1,nan,1,nan,Not present,Shell
For rent: House Leidsegracht 55 in Amsterdam,"€5,100 per month",190 m²,500 m³,House,1730,7,6,2,5,Not present,"Present (25 m², located on the east)",Upholstered or furnished
For rent: Apartment Eikenhof 14 in Hoorn,"€1,750 per month",78 m²,210 m³,Apartment,2007,3,2,1,1,Present,nan,Upholstered
For rent: Apartment Hereweg 97 6 in Groningen,"€1,455 per month",79 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Shell
For rent: Apartment Curiestraat 39 in Hengelo,€845 per month,71 m²,nan,Apartment,1995,3,2,1,nan,Present,Not present,Shell
For rent: Apartment Sonsbeeksingel in Arnhem,€950 per month,60 m²,180 m³,Apartment,1950,2,1,1,1,Not present,Present,Upholstered or furnished
For rent: Apartment Het Breed in Amsterdam,"€1,925 per month",62 m²,198 m³,Apartment,1972,2,1,1,1,Present,Not present,nan
For rent: Apartment Veldzigtlaan in Haarlem,"€1,350 per month",55 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Furnished
For rent: House Heeghtakker in Eindhoven,"€1,400 per month",118 m²,nan,House,1970,5,4,1,nan,Not present,Present (located on the south),Upholstered
For rent: House Brinkweg in Hilversum,"€2,500 per month",140 m²,350 m³,House,2005,5,4,3,1,Not present,nan,Upholstered or furnished
For rent: Apartment Tongerseplein in Maastricht,"€1,250 per month",96 m²,nan,Apartment,1923,3,2,nan,nan,Not present,Not present,Upholstered
For rent: Apartment 's-Gravelandseweg 99 F in Hilversum,"€1,675 per month",75 m²,190 m³,Apartment,1920,2,1,1,1,Not present,Not present,Upholstered
For rent: House Seinpôlle 33 in Grou,"€1,250 per month",92 m²,nan,House,1995,5,4,1,nan,Not present,Present (355 m²),Furnished
For rent: Room Willem de Nobelaerlaan in Voorburg,€475 per month,11 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Berglustlaan in Rotterdam,"€1,650 per month",150 m²,nan,Apartment,nan,3,2,nan,nan,Not present,Not present,Furnished
For rent: Apartment Nassaukade 155 2 in Amsterdam,"€1,850 per month",70 m²,200 m³,Apartment,1890,2,1,1,1,Present,nan,Upholstered
For rent: Apartment Breitnerlaan in Den Haag,"€2,495 per month",135 m²,340 m³,Apartment,1930,5,4,2,2,Present,nan,nan
For rent: Apartment Parkstraat in Velp,"€1,770 per month",102 m²,224 m³,Apartment,2008,3,2,1,1,Present,Not present,nan
For rent: House Evert Jan Boksweg in Beekbergen,€250 per month,90 m²,nan,House,nan,3,2,1,nan,Present,Present,Upholstered
For rent: House Laan van Meerdervoort in Den Haag,"€1,750 per month",150 m²,nan,House,1900,4,3,3,3,nan,Not present,Furnished
For rent: Apartment Cypresstraat 68 in Den Haag,"€1,200 per month",75 m²,220 m³,Apartment,1924,4,2,1,1,Not present,Not present,Upholstered
For rent: House Trambaan 37 in Tienray,"€1,025 per month",137 m²,nan,House,2011,4,3,nan,nan,Not present,"Present (154 m², located on the north)",Shell
For rent: Apartment Valkenlaar in Bavel,"€1,495 per month",124 m²,nan,Apartment,2012,3,2,1,nan,Not present,Not present,Shell
